[-0.6965153275576388, -12.34272870214275, 14.49394406584277]
[-7.022555772055433, -6.796155246418837, 16.35232351364615]
[-9.324481134025863, -6.996972263724071, 15.06648368803656]
[7.817979403853962, 0.09643221569524191, 17.37159747601502]
[-15.97202406617598, 1.761261362850153, 10.23205285567009]
[-13.39242113353468, 6.106273563460528, 12.09375786719069]
[-11.60977287102757, 6.881314083626227, 13.4448202057759]
[-10.09278162462967, 7.718354761868379, 14.19384580892302]
[-9.03485601203235, 8.714151647093953, 14.32960006117731]
[-nan, -nan, -nan]
[8.631601281736422, 1.172870426448808, 16.9417335085843]
[-nan, -nan, -nan]
[-nan, -nan, -nan]
[-nan, -nan, -nan]
[-0.0909515071214182, -4.456595863884672, 18.52114956284729]
[-2.275501933824365, -5.877127994392875, 17.97731786131305]
[-3.833786504570754, -5.826647379782004, 17.72723219651197]
[-5.925905981898807, -6.034061905382558, 17.06974619658146]
[-8.248815827438435, -6.329073593060651, 15.96253002811971]
[-10.42806491663238, -4.825846895529201, 15.19437935012194]
[-12.46722300314893, -4.927353448145626, 13.53484534772384]
[-14.9624284389964, 1.548937132196563, 11.68884207132659]
[-13.54627618785298, 3.088690425697578, 13.03306920478103]
[-12.58776421553592, 5.55408527839503, 13.17584262103905]
[-10.83974656306134, 6.284508573639687, 14.34947199155597]
[-9.378814315873221, 7.073550035021571, 14.99684073164805]
[8.522754226384583, 1.024950190647406, 17.00631169605378]
[-nan, -nan, -nan]
[-nan, -nan, -nan]
[1.028696588986869, -3.624563550020316, 18.67369332509429]
[-2.727302377651704, -5.048721422000297, 18.16520668046171]
[-4.832946714026636, -5.333738801100665, 17.63792381378864]
[-7.155195470967164, -5.676887353536437, 16.71761429593078]
[-9.350645888337244, -4.384047642606414, 16.00774961505455]
[-11.62056997793314, -4.372978898806085, 14.44790327135933]
[-12.6475406498498, 2.838476496413092, 13.96013132781019]
[-11.8822324719974, 5.177372156011613, 13.96101246470205]
[-10.16390857052787, 5.894686305671981, 14.9950036988216]
[-8.772440257291006, 6.635007435359784, 15.55388916846783]
[-nan, -nan, -nan]
[-8.513672798288002, -6.805132283031128, 15.62402157237817]
[-10.30878442106744, -6.941472081633995, 14.43770858203798]
[-12.06287746586122, -7.013795832070812, 12.96904604316152]
[-14.10006031112118, -5.579578186443485, 11.53078949960103]
[0.8626885991979161, -1.342771851413109, 18.98302484157534]
[-11.47519811167498, -6.539464934352512, 13.72799062755307]
[-14.8056455805846, -5.216947730904857, 10.79253516626759]
[-3.84461967440516, -2.821902632523076, 18.44337998013748]
[-15.24720027505021, -4.602538213493704, 10.45189101387107]
[-5.480332292441194, -3.196174333844396, 17.96254234767731]
[-5.930474779076095, -2.545923068902195, 17.92345515301037]
[8.421905869199808, 3.473854667468759, -16.73040152774712]
[8.097309923905712, 3.54505899828448, -16.87508899813273]
[12.72499137636095, 11.3373506361797, -8.511261658758675]
[11.78913249173019, 11.18703206400226, -9.938267891912403]
[5.863217737298053, 3.745811061982273, -17.73398086310473]
[5.435581917290799, 0.07067461362727338, -18.25792853308968]
[5.239891082326523, -1.706713426267305, -18.23549206152535]
[12.06598536710576, 11.72237136505766, -8.93870833512684]
[11.02666202850443, 11.54774056390714, -10.3906165542682]
[6.950518714470991, 8.311097202889593, -15.66902846011549]
[4.486576769640773, 3.754426371787525, -18.12946252675314]
[4.037204739987511, 0.0158634055977484, -18.61728299832672]
[3.81061159790134, -1.784918331940798, -18.57944578824249]
[4.0949424716048, -4.266445231727483, -18.10887603466645]
[12.01060523863006, 11.67293746415025, -9.07691537692347]
[10.94803244035086, 11.49389196463199, -10.53249890531177]
[6.815369998163757, 8.226062832374581, -15.77292370063188]
[4.325619098997146, 3.642939610712997, -18.19122069579415]
[3.85464765262979, -0.0818191643976709, -18.65576310683679]
[3.627823433574445, -1.875141069291212, -18.60712882486349]
[3.918561968049367, -4.34721683560708, -18.12868108514162]
[11.84575234557779, 11.90311416431149, -8.994249527259363]
[10.77357230788679, 11.72151009065012, -10.46130206625935]
[6.616213510378444, 8.397361187612638, -15.76745204114674]
[4.139273044305481, 3.748582950169129, -18.21310090375572]
[3.685567998709129, -0.02628471197403238, -18.69006146701523]
[3.47255995278374, -1.843625296354098, -18.63987320613973]
[3.771903576052651, -4.333954789668478, -18.16293146202096]
[11.68777778806099, 12.09605341785465, -8.943368609719442]
[10.60677951808344, 11.91622442863705, -10.41164365607656]
[6.443418595429842, 8.564986677316954, -15.74883678312313]
[3.976106786757407, 3.895986941771024, -18.21851696955193]
[3.347554802794505, -1.716042586944565, -18.6748915574383]
[3.655311752904673, -4.227939269372738, -18.21169200056856]
[11.59492042569986, 12.15585811062231, -8.983063726597173]
[10.50685895900792, 11.9676783205457, -10.45385529034411]
[6.313201498524647, 8.592754761541519, -15.78640403787486]
[3.845625408736797, 3.911754726765235, -18.24313131491707]
[3.232404272152245, -1.699706564406238, -18.69665906562684]
[3.551310638909921, -4.218415122472409, -18.2344637047669]
[11.60034192110497, 12.16171995526023, -8.968117697894005]
[10.52365398572273, 11.9609250664604, -10.44468660818989]
[3.853604660131388, 3.906993690192147, -18.24246779984036]
[3.439941530726617, 0.1103472035504418, -18.73651850691187]
[3.237692724152769, -1.705646402770151, -18.69520302571453]
[3.556924205451024, -4.221753505148433, -18.23259684023216]
[11.61202082621486, 12.08668205259195, -9.054037181893168]
[10.51618794971764, 11.88399208528782, -10.53959311942496]
[6.312437294635442, 8.489748799448744, -15.84234202141698]
[4.775442208944467, 6.336891618765854, -17.31881798279105]
[3.823965712834056, 3.813793539111493, -18.26840893641538]
[3.396639875862379, 0.03458905276593745, -18.74470968436509]
[3.187474133326226, -1.771414154015863, -18.69771645266685]
[3.486185165743205, -4.268804657188446, -18.23530421432333]
[11.64911670387454, 11.96430900067774, -9.1681999408724]
[10.55445004568491, 11.76453260613236, -10.63493567410683]
[6.310247411149006, 8.359767479368303, -15.91218292067381]
[4.765060120020515, 6.220715811752831, -17.36373798587154]
[3.801583779790888, 3.697636818856645, -18.29693806955324]
[3.347164910541818, -0.06259217248580502, -18.75353484763822]
[3.117992337003138, -1.859090160982606, -18.70091996559869]
[3.409544540105251, -4.339097390452171, -18.23320432247743]
[11.61329256878095, 12.06878768202625, -9.076249203171351]
[10.53965362820281, 11.8643637395151, -10.53826714664183]
[6.311092385675085, 8.467123793119942, -15.85498115960584]
[4.787148170374676, 6.330300913809092, -17.31799649888826]
[3.82492475678132, 3.806129557458563, -18.26980646850977]
[3.399743329486343, 0.03806315598273647, -18.74414032410582]
[3.182860589684017, -1.774167876673209, -18.6982412759066]
[3.483531963183447, -4.260782045266127, -18.23768739243594]
[11.86256608432533, 11.97234992785782, -8.879462996146628]
